# File: Vestas Climate Library time series data
# Disclaimer: Please be aware that the climate data provided here is derived from numerical models, which have inherent uncertainties and limitations. 
#             The data should be used with caution, considering the model's resolution, potential biases, and uncertainties. 
#             Expert consultation, thorough validation, and an understanding of the data's quality are essential for responsible use and decision-making. 
#             Vestas does not assume any responsibilities for the values contained in the VCL data and any calculations or assumptions that may be derived from them.
# License: Vestas Wind Systems A/S
#
# Created: 2023-12-06 19:15:08
# Location (WGS84):
# Requested minimum longitude [decimal degrees E]: 33.34
# Requested minimum latitude [decimal degrees N]: 26.22639
# Requested maximum longitude [decimal degrees E]: 34.36959
# Requested maximum latitude [decimal degrees N]: 27.05463
#
xlat,xlong,swdown_avg,t2_avg,tkepbl_avg_30.0,wsp_avg_30.0,t2_max,sst_min
26.293907,34.045593,268.476477,296.528706,0.4206364948,6.1210778862,319.05,0.00
26.709427,33.971802,263.349682,298.858108,0.2894579305,8.4406005911,312.68,285.94
26.289139,33.801788,270.793090,296.916001,0.4074437184,4.8929491306,318.03,0.00
26.765011,34.252686,262.533779,298.236507,0.3126674192,8.8511693197,307.99,294.22
26.504887,33.826447,270.188279,297.276263,0.3693008396,5.6489287011,318.64,0.00
26.488239,34.007172,267.914063,297.358328,0.4006105427,6.5180904743,317.50,0.00
27.043686,33.888367,266.244798,297.516577,0.4243505106,7.5903899987,317.15,0.00
26.997299,34.096741,262.213580,298.085367,0.2875895184,8.5210580778,309.47,294.26
26.394283,33.844208,269.887335,297.470456,0.4580511105,7.0344910608,318.94,0.00
26.837318,34.352722,261.772562,298.203949,0.2990304345,8.6982366536,307.33,294.34
26.943451,34.090485,262.465623,298.115611,0.2925562152,8.5974082346,310.06,294.26
26.400158,33.479858,275.069597,295.664324,0.4130843978,6.0220431053,317.31,0.00
26.451385,33.516022,274.262762,295.483670,0.4111676980,5.4012797079,317.43,0.00
26.861118,33.501251,275.370739,295.289349,0.5205592533,7.5211085145,316.47,0.00
26.238281,33.461700,274.443833,295.867203,0.4358209200,6.4490298235,318.15,0.00
26.707550,33.392517,275.163273,295.422784,0.4378665627,6.1728154782,317.49,0.00
26.758450,33.733582,271.175021,297.551671,0.5898529245,8.3769908485,318.49,0.00
26.324642,33.410583,274.331685,296.176778,0.4352079050,6.3289038219,318.33,0.00
26.521523,33.341309,274.807592,295.813089,0.3700478536,5.0909282859,319.21,0.00
26.909054,33.872833,269.691957,298.115735,0.5121585218,8.1793129069,316.94,0.00
26.630329,34.236908,262.988064,298.278566,0.3140792047,8.7635577402,306.87,294.18
26.612728,33.838806,268.938208,297.595035,0.4754791162,7.0582116819,318.90,0.00
26.359573,33.627350,273.345820,296.337621,0.4255427958,5.6499580081,317.93,0.00
26.790237,33.981140,263.256476,298.561404,0.2822912882,8.4678190965,311.51,286.23
26.588520,33.805573,269.515779,297.898127,0.4679825807,6.6476115905,319.31,0.00
26.540417,33.434723,274.772650,295.664852,0.3956017898,5.2734214427,318.27,0.00
26.358994,33.931427,269.993438,296.612588,0.4292173476,6.4976550666,318.84,0.00
26.933765,33.601013,273.301097,296.045930,0.4895386495,7.1494121785,315.86,0.00
26.711143,34.246368,262.695426,298.257365,0.3157929512,8.8614700160,307.66,294.21
26.338058,33.564087,274.114051,295.857773,0.4307058132,5.9663393320,317.87,0.00
26.327339,33.380493,273.560973,296.253962,0.4338317590,6.1951242755,318.85,0.00
26.812347,33.739716,271.978996,297.269502,0.6933126460,10.2161447710,316.92,0.00
26.814373,34.014465,263.151616,298.185610,0.2743648435,8.3890083941,309.53,294.22
26.536564,34.073669,263.468279,298.039837,0.2316150527,7.1496027340,308.48,294.13
26.677898,33.419678,275.888336,295.125647,0.4221584098,6.2169817048,316.87,0.00
26.727993,34.065430,263.209191,298.333708,0.3060143942,8.6731867202,307.58,294.22
26.356842,33.657471,272.326230,296.709312,0.4260094753,5.3761548124,318.31,0.00
27.014545,33.610168,271.690522,297.449019,0.5840128252,8.2212576976,318.01,0.00
26.809940,33.464996,275.396522,295.616191,0.4969882079,7.0425815058,317.02,0.00
27.034260,34.284363,261.350886,298.192148,0.2875647639,8.5269808338,306.83,294.29
26.728771,33.760651,270.633290,297.250103,0.5554533517,7.7810632339,317.99,0.00
26.591274,33.775421,270.189696,297.741348,0.4975858083,6.7244801012,319.02,0.00
26.683281,33.359344,274.774284,295.999371,0.4425178752,6.2715012804,318.30,0.00
26.418461,33.877411,269.561371,297.126186,0.4562036519,7.3008832410,318.62,0.00
27.036213,33.368347,277.940337,293.688571,0.5793052628,8.7363433439,312.38,0.00
26.752136,34.098724,263.042696,298.237771,0.3092916060,8.7682634568,308.46,294.22
26.443230,33.606384,272.845047,296.444618,0.4324045901,5.8116677327,318.83,0.00
27.011219,33.945679,262.735878,297.783947,0.2376021405,7.8094276523,309.52,294.30
26.960682,33.604065,272.540637,296.647457,0.5408794235,7.7725989044,316.47,0.00
26.905296,34.208130,262.129697,298.165914,0.3005075870,8.7213305006,308.69,294.24
26.382099,34.268738,263.258912,298.213792,0.2665294584,7.8882057565,307.24,294.10
26.585754,33.835693,269.069997,297.600298,0.4476008556,6.3275685242,319.05,0.00
26.308361,33.591156,273.235457,296.522526,0.4224776994,5.4533066298,318.65,0.00
26.392010,33.570190,273.908503,296.312119,0.4419958132,6.2951779817,318.00,0.00
26.787441,34.011322,263.225294,298.345587,0.2851650365,8.4953326920,308.69,294.22
26.510746,33.461823,275.061949,295.592198,0.3952450757,5.0731293611,317.86,0.00
26.983265,34.247803,261.625824,298.163016,0.2917613862,8.5869410032,307.14,294.26
26.459499,33.425659,276.215541,295.406846,0.3929815987,5.7285567277,317.03,0.00
26.740910,34.219360,262.689684,298.246226,0.3164505966,8.8885775748,308.08,294.22
26.661083,33.905273,267.377322,298.718406,0.6230075844,8.9808710313,317.89,0.00
26.549480,34.227448,263.155882,298.286281,0.3008147397,8.4841466843,307.02,294.15
26.844769,33.682434,272.842118,295.461217,0.5430012018,8.5030890495,315.53,0.00
26.409050,34.271912,263.208160,298.247851,0.2732475317,8.0114460685,307.11,294.11
26.321938,33.440674,275.072186,296.005337,0.4393087871,6.5869277672,317.72,0.00
27.042713,34.193695,261.579702,298.113198,0.2862115640,8.4932979940,306.70,294.26
26.602428,33.350311,274.902641,296.015597,0.4066711311,5.9256799495,318.72,0.00
26.384933,34.238647,263.313411,298.180429,0.2584429063,7.7196111575,306.99,294.08
26.426754,33.787079,271.086762,296.786039,0.4665667927,7.2659461328,317.30,0.00
26.488930,33.702881,272.657517,296.303808,0.4995937563,7.4507291704,316.93,0.00
26.572762,33.377441,274.791051,295.771094,0.4114577349,6.0755885603,318.37,0.00
27.028111,33.459045,275.229177,293.936536,0.3926237207,4.9755180322,314.28,0.00
26.398964,34.088165,267.131946,298.165180,0.4351380502,7.3071166636,318.87,0.00
26.877178,33.625092,273.421313,295.034267,0.4822642526,7.3461650670,314.94,0.00
26.785400,33.736633,271.377844,297.764804,0.6634654882,9.5419317064,318.33,0.00
26.919312,34.057159,262.640946,298.097913,0.2892197326,8.5383328252,311.03,294.26
26.506805,34.100677,263.391355,298.054668,0.2270717494,7.2279892276,307.89,294.13
26.656338,33.356323,274.875669,296.098135,0.4279113342,6.1681583993,318.51,0.00
27.052338,33.492310,274.117941,293.532882,0.4290605351,5.7873334233,314.13,0.00
26.935978,33.875946,268.956002,297.992377,0.5019127626,8.0760023758,316.72,0.00
26.642410,33.811737,269.717250,297.572570,0.4915713946,7.3403068883,318.70,0.00
26.413509,33.633453,272.560233,296.969156,0.4195268318,5.5430943689,319.32,0.00
26.361771,33.901337,269.891277,296.838384,0.5027422858,5.5111703485,319.25,0.00
26.815323,33.404602,275.500901,295.579160,0.5059191900,7.2910217417,317.04,0.00
26.692661,34.152771,263.078526,298.277922,0.3181888773,8.8299566929,307.80,294.20
26.521366,33.645660,273.184634,295.597157,0.4309841684,5.7461202087,317.81,0.00
26.644371,34.086182,263.285449,298.346500,0.2998807289,8.4017430282,309.19,294.19
26.342251,34.112000,267.548821,297.793870,0.4213060453,7.0489638525,318.64,0.00
26.890400,33.779144,270.737205,297.267223,0.5115732365,7.4194673069,316.57,0.00
26.806835,33.800079,271.420329,296.774913,0.6672693851,9.7713062508,315.75,0.00
26.415688,33.907532,269.333162,297.083324,0.4473218805,7.1028896461,318.49,0.00
26.975941,34.033203,262.556006,298.047358,0.2787083047,8.3540133706,310.25,294.26
26.768852,33.917694,267.427782,299.064423,0.5800237635,8.6650736703,318.59,0.00
26.734257,33.700317,272.055062,297.222359,0.5567318997,8.0678788886,317.69,0.00
26.548340,33.648743,272.764490,295.723554,0.4385966670,4.8356732869,317.96,0.00
26.410961,33.359375,275.414270,296.383298,0.3893594027,5.6671779320,319.15,0.00
26.444485,34.184753,263.356205,298.217185,0.2544428623,7.6182462248,308.15,294.11
26.502602,33.552246,273.718044,295.625240,0.4201493546,5.4436591458,317.93,0.00
26.941929,33.510376,276.603676,295.233276,0.6466828435,9.2934164420,314.41,0.00
26.594017,33.745270,270.589239,297.191679,0.4981412446,6.3440365333,318.87,0.00
26.634140,33.902191,267.808645,298.568411,0.5703220648,8.5161275984,318.30,0.00
26.517963,33.980164,267.998022,297.467281,0.3976936786,6.1692899821,317.78,0.00
26.529568,33.555267,274.030385,295.642799,0.4230044438,5.7193667400,317.88,0.00
26.621284,33.443787,275.365575,295.702369,0.4280315017,6.4394379065,318.07,0.00
26.402874,33.449738,275.549377,295.925448,0.4177726182,6.4119658517,317.54,0.00
26.273163,33.678375,272.706973,296.094090,0.4100688254,4.4685558604,317.89,0.00
26.576416,34.230591,263.091243,298.284438,0.3067856026,8.6005607962,307.17,294.16
26.266933,34.042450,268.875843,296.541695,0.4025958430,5.8119028950,319.42,0.00
26.531837,33.829529,269.940158,297.290040,0.3825583050,5.4999999391,318.78,0.00
26.407349,33.997833,268.919347,296.987645,0.4382646782,7.1475564811,316.44,0.00
26.811600,34.044617,263.120937,298.105878,0.2830856220,8.4716703208,308.60,294.22
26.654438,34.270203,262.804425,298.267652,0.3135066356,8.7947492738,306.69,294.21
26.397038,33.814117,270.544467,297.241576,0.4632330376,7.1165792786,318.45,0.00
26.796349,33.615906,274.990631,295.249786,0.5573281609,8.6492022989,314.96,0.00
